DATE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection
2020-03-12,30.149444444444434,37.833333333333336,44.97222222222222,76.61111111111111,30.14166666666667,30.05944444444445,9.48611111111111,41.833333333333336,88.05555555555556
2020-03-13,29.873902439024384,45.717948717948715,56.02439024390244,72.17073170731707,29.8875,29.78390243902438,6.475,50.51219512195122,203.0
2020-03-14,30.28375,22.416666666666668,49.416666666666664,34.916666666666664,30.282083333333336,30.193749999999994,10.0,38.75,317.9166666666667
2020-03-15,30.435416666666665,19.458333333333332,45.833333333333336,36.375,30.434166666666666,30.345416666666665,10.0,36.166666666666664,132.85714285714286
2020-03-16,30.535172413793102,23.448275862068964,40.03448275862069,52.62068965517241,30.53916666666667,30.445172413793095,10.0,33.93103448275862,103.10344827586206
2020-03-17,30.19108108108108,40.054054054054056,47.13513513513514,77.05405405405405,30.191666666666666,30.10108108108108,9.864864864864865,43.91891891891892,158.3783783783784
2020-03-18,30.434583333333336,28.208333333333332,46.125,51.583333333333336,30.433333333333337,30.344583333333336,10.0,38.958333333333336,146.8181818181818
2020-03-19,30.237142857142874,41.69047619047619,47.57142857142857,80.35714285714286,30.24208333333334,30.147142857142835,8.69047619047619,44.80952380952381,66.9047619047619
2020-03-20,29.970277777777785,46.97222222222222,54.25,78.30555555555556,29.941666666666666,29.880277777777778,7.454545454545454,50.44444444444444,191.14285714285714
2020-03-21,30.26625,24.041666666666668,48.166666666666664,39.708333333333336,30.264583333333334,30.17625,10.0,38.75,198.33333333333334
2020-03-22,30.62666666666667,18.25,38.5,44.75,30.62666666666667,30.536666666666672,10.0,31.708333333333332,86.52173913043478
2020-03-23,30.140754716981153,35.77358490566038,41.45283018867924,80.45283018867924,30.267083333333332,30.05075471698112,6.2075471698113205,39.075471698113205,132.5
2020-03-24,30.08464285714285,32.0,43.964285714285715,64.46428571428571,30.10041666666666,29.99464285714286,10.0,39.0,208.5185185185185
2020-03-25,30.059062499999996,32.90625,44.125,65.0,30.058333333333326,29.969062499999993,10.0,39.375,60.3125
2020-03-26,29.966250000000006,32.75,46.375,60.833333333333336,29.966666666666672,29.876249999999995,10.0,40.5,185.9090909090909
2020-03-27,29.872916666666665,34.791666666666664,55.458333333333336,51.5,29.87166666666666,29.78291666666667,10.0,46.166666666666664,181.25
2020-03-28,30.079642857142847,38.035714285714285,49.285714285714285,67.96428571428571,30.08208333333333,29.98964285714286,8.285714285714286,44.5,95.71428571428571
2020-03-29,29.933877551020398,46.06122448979592,49.30612244897959,88.34693877551021,29.9275,29.843877551020405,3.4489795918367347,47.6530612244898,70.41666666666667
2020-03-30,29.94578947368421,39.76315789473684,46.89473684210526,76.71052631578948,29.947500000000005,29.85578947368421,9.973684210526315,43.60526315789474,87.94117647058823
2020-03-31,29.997500000000002,34.625,43.475,71.6,29.995833333333334,29.9075,9.825,39.65,77.94871794871794
2020-04-01,29.776666666666667,28.708333333333332,45.708333333333336,54.333333333333336,29.77625,29.686666666666657,10.0,38.75,126.95652173913044
2020-04-02,29.644166666666674,29.375,49.958333333333336,46.125,29.64333333333334,29.554166666666664,10.0,41.0,336.25
2020-04-03,29.69275862068966,40.89655172413793,48.86206896551724,74.10344827586206,29.67,29.602758620689656,9.89655172413793,45.241379310344826,210.0
2020-04-04,29.983703703703693,39.629629629629626,50.148148148148145,68.11111111111111,29.97874999999999,29.893703703703707,10.0,45.148148148148145,110.0
2020-04-05,30.031666666666663,43.63333333333333,49.9,79.36666666666666,30.024583333333336,29.94166666666666,10.0,47.0,149.6551724137931
2020-04-06,29.989583333333343,37.458333333333336,54.208333333333336,56.5,29.988333333333344,29.899583333333336,10.0,46.416666666666664,132.27272727272728
2020-04-07,29.861999999999995,34.4,55.6,47.2,29.859999999999996,29.771999999999988,10.0,46.04,196.36363636363637
2020-04-08,29.558888888888887,45.861111111111114,54.083333333333336,74.80555555555556,29.575833333333325,29.4688888888889,8.333333333333334,49.80555555555556,160.28571428571428
2020-04-09,29.346190476190458,41.92857142857143,51.095238095238095,73.61904761904762,29.370833333333337,29.256190476190476,8.869047619047619,46.88095238095238,203.8095238095238
2020-04-10,29.445769230769237,26.76923076923077,44.30769230769231,51.76923076923077,29.45291666666667,29.35576923076923,9.961538461538462,37.38461538461539,292.0
2020-04-11,29.902083333333326,20.666666666666668,47.125,36.208333333333336,29.901249999999994,29.812083333333337,10.0,37.083333333333336,269.1304347826087
2020-04-12,30.15291666666667,36.208333333333336,50.708333333333336,59.083333333333336,30.151666666666667,30.062916666666663,10.0,44.166666666666664,141.66666666666666
2020-04-13,29.744117647058818,52.86274509803921,57.470588235294116,85.3921568627451,29.752083333333335,29.65411764705883,5.965686274509804,54.94117647058823,190.7843137254902
2020-04-14,30.006666666666664,31.416666666666668,51.916666666666664,46.666666666666664,30.005,29.91666666666666,10.0,43.0,267.0
2020-04-15,29.947142857142858,26.346153846153847,46.92857142857143,48.857142857142854,29.944583333333338,29.85714285714285,10.0,39.0,285.6521739130435
2020-04-16,30.077916666666663,20.75,46.0,38.333333333333336,30.076666666666664,29.987916666666667,10.0,36.666666666666664,292.60869565217394
2020-04-17,30.157037037037032,26.25925925925926,43.77777777777778,52.44444444444444,30.166666666666668,30.067037037037036,10.0,37.074074074074076,233.46153846153845
2020-04-18,29.801515151515154,36.90909090909091,43.81818181818182,77.0909090909091,29.803749999999994,29.71151515151515,9.575757575757576,40.72727272727273,142.42424242424244
2020-04-19,29.842916666666667,35.041666666666664,49.041666666666664,59.541666666666664,29.842083333333335,29.752916666666664,10.0,42.75,219.58333333333334
2020-04-20,29.65791666666667,35.083333333333336,51.25,56.208333333333336,29.657500000000002,29.567916666666665,10.0,43.958333333333336,87.82608695652173
2020-04-21,29.557297297297293,41.432432432432435,49.4054054054054,74.70270270270271,29.601250000000004,29.467297297297304,9.594594594594595,45.7027027027027,233.88888888888889
2020-04-22,29.863750000000007,15.0,44.166666666666664,31.875,29.862916666666674,29.773749999999996,10.0,33.875,303.9130434782609
2020-04-23,30.03125,24.625,44.625,46.708333333333336,30.030833333333334,29.94125,9.958333333333334,37.0,157.3913043478261
2020-04-24,29.7621875,42.03125,46.71875,83.8125,29.763333333333332,29.6721875,9.34375,44.59375,43.75
2020-04-25,30.043750000000006,35.875,52.166666666666664,57.833333333333336,30.04291666666667,29.953750000000003,10.0,44.666666666666664,129.16666666666666
2020-04-26,29.83485714285715,41.714285714285715,48.97142857142857,76.8,29.858333333333334,29.744857142857136,7.25,45.68571428571428,63.23529411764706
2020-04-27,29.875471698113223,37.54716981132076,45.283018867924525,74.9622641509434,29.902083333333326,29.785471698113202,9.90566037735849,41.79245283018868,275.8490566037736
2020-04-28,30.108399999999996,35.92,50.48,60.6,30.109999999999996,30.018399999999993,10.0,43.76,249.56521739130434
2020-04-29,30.21571428571429,42.42857142857143,49.357142857142854,77.60714285714286,30.218750000000004,30.12571428571428,10.0,46.107142857142854,87.5
2020-04-30,30.012,49.5,55.0,82.0,30.009166666666662,29.922000000000008,9.133333333333333,52.1,132.0
